Age,DistanceFromHome,Education,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,AvgWorkHours,AbsentDays,OvertimeDays,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,target
0.5384207091819139,-1.4989721258076234,3.0,0.0,0.09893725147061075,-0.575396621385686,-0.13614978350019244,0.0,0.05776974784034635,-0.575154133550805,0.7756579673412496,-1.0906495146709552,1.0997487341694219,1.0,2.0,2.0,3.0,2.0,0.4019388927424956,-0.8479373447207659,-0.5991363078006372,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
-0.22134905813819897,-1.4989721258076234,0.0,1.0,-0.978145490476872,0.4651279451725206,1.668303733604663,0.0,-0.5908310942701556,0.221519781218969,-2.2234111402955583,-1.0906495146709552,-1.5448088964353024,2.0,3.0,2.0,2.0,3.0,-0.31435773921111215,-0.6608467670468058,-0.5991363078006372,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
-2.028564911343041,0.46555244199223467,1.0,0.0,0.1317277296146427,-0.575396621385686,-0.9569729384540039,1.0,-2.0046995386226563,-0.575154133550805,-1.4348746272286723,-1.0906495146709552,-1.5448088964353024,2.0,1.0,2.0,2.0,2.0,-1.7400188393186096,-1.2276364746299457,-0.5991363078006372,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
-0.9748143283308777,0.09124656588288162,2.0,1.0,-0.8093937635191688,-0.575396621385686,-0.13614978350019244,0.0,-2.0046995386226563,0.221519781218969,-1.4348746272286723,-1.0906495146709552,-1.5448088964353024,0.0,1.0,2.0,2.0,2.0,-1.280006944866551,-0.10945789335346734,-0.5991363078006372,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0.43630824159655324,-1.4989721258076234,3.0,1.0,1.815200260971756,0.039363552726774415,-0.13614978350019244,1.0,0.1925916986263473,0.221519781218969,-1.4348746272286723,-1.0906495146709552,-1.5448088964353024,0.0,1.0,1.0,2.0,2.0,-1.6004813377361728,1.8111421344284446,-0.5991363078006372,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
-1.7033031443411821,-1.0403799569586747,3.0,1.0,0.3382930264818817,-0.575396621385686,-1.4907391535836345,0.0,-2.0046995386226563,0.221519781218969,-1.4348746272286723,0.11317301957874153,-1.5448088964353024,3.0,0.0,1.0,2.0,2.0,0.4371957312231868,0.6055031512623047,-0.5991363078006372,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
0.5384207091819139,-1.0403799569586747,1.0,0.0,-1.1907654123189886,0.4651279451725206,0.7028801305698587,1.0,0.3196275094154057,-1.4740252255474573,-0.05740104560645684,0.11317301957874153,-1.5448088964353024,3.0,3.0,2.0,0.0,2.0,0.2339613444466772,-0.10945789335346734,-0.5991363078006372,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
-0.5841463124488914,0.3531679234111231,0.0,0.0,1.7979128455997593,0.039363552726774415,-0.9569729384540039,2.0,-0.08609424056691378,-0.575154133550805,-0.5849389808807937,0.11317301957874153,-0.39075596598255563,1.0,0.0,0.0,1.0,2.0,-0.7160442934309806,0.2506908362480592,-0.5991363078006372,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1.2929950001585189,-1.0403799569586747,3.0,0.0,-0.23681007012142297,0.7895484537030313,0.914256150907294,0.0,0.8672674459915393,0.221519781218969,-0.9454458972075406,0.6254277666690552,-0.39075596598255563,3.0,0.0,1.0,1.0,2.0,1.3946041512247476,0.2506908362480592,1.7695319252155108,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
-1.1121166021859017,0.9103571133962749,2.0,0.0,-0.3297704165807217,-0.575396621385686,-0.9569729384540039,2.0,-0.4078982174964671,0.221519781218969,0.33117662183639907,-1.0906495146709552,-0.036520001542893296,3.0,1.0,1.0,2.0,2.0,0.09807882791618606,0.07131384479325743,-0.5991363078006372,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
-0.5841463124488914,1.397101300184127,0.0,0.0,-0.37820294193222315,-0.575396621385686,-1.4907391535836345,1.0,-1.0218329898126766,0.9499127706477323,-0.2974789137932799,0.6254277666690552,-0.036520001542893296,2.0,0.0,3.0,3.0,2.0,1.4422920916571411,-2.0126534785597783,1.7714432829500995,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
-0.8411930454202806,0.9827754499960385,1.0,3.0,-0.47309754979154783,-0.575396621385686,-0.13614978350019244,0.0,0.05776974784034635,0.221519781218969,0.7756579673412496,1.5413472649027082,1.0997487341694219,1.0,0.0,2.0,3.0,2.0,0.47578140055141577,1.3008154943843415,-0.5991363078006372,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-1.1121166021859017,1.345744218023378,3.0,0.0,-1.3313379402219114,-1.6674135927318714,-0.13614978350019244,1.0,-0.5908310942701556,0.9499127706477323,-0.05740104560645684,-1.0906495146709552,-0.036520001542893296,0.0,2.0,1.0,2.0,2.0,0.36033881254315037,0.9554188380236117,-0.5991363078006372,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
-0.22134905813819897,1.2361774925733364,2.0,2.0,0.23113957601244153,0.4651279451725206,1.1009200493907112,1.0,-0.4078982174964671,0.9499127706477323,-2.2234111402955583,-1.0906495146709552,-1.5448088964353024,1.0,0.0,2.0,1.0,2.0,-1.4408521245737993,0.7810481731430724,-0.5991363078006372,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.10586631103448096,0.46555244199223467,0.0,0.0,0.2365341234009717,-0.575396621385686,-0.13614978350019244,1.0,-2.0046995386226563,-0.575154133550805,-1.4348746272286723,-1.0906495146709552,-1.5448088964353024,2.0,3.0,2.0,2.0,2.0,-1.404343904344793,-0.8479373447207659,-0.5991363078006372,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.2929950001585189,0.09124656588288162,2.0,2.0,0.11798153414414593,0.039363552726774415,1.1009200493907112,0.0,1.1451033177633143,-0.575154133550805,-0.5849389808807937,0.11317301957874153,-0.39075596598255563,0.0,2.0,1.0,0.0,2.0,-0.6387327404867225,-0.8479373447207659,-0.5991363078006372,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
-0.8411930454202806,-1.0403799569586747,2.0,0.0,-0.26314029827458607,-0.575396621385686,0.7028801305698587,3.0,-0.5908310942701556,-0.575154133550805,0.14930887472166646,0.11317301957874153,-0.39075596598255563,1.0,2.0,1.0,2.0,2.0,-0.619161437798177,1.6420205529761707,-0.5991363078006372,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.11771770617233035,0.22928921678564834,4.0,1.0,0.15768044429824654,0.7895484537030313,-0.9569729384540039,0.0,0.43987736138759803,-0.575154133550805,0.33117662183639907,1.3794117933254542,0.921100239078957,2.0,0.0,2.0,2.0,2.0,1.7887426864559235,-0.4754611274658665,1.7702879547658454,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
-0.7110361579338135,-1.4989721258076234,1.0,0.0,-1.105158368018127,1.6203530386686396,1.5481562432667877,0.0,-1.0218329898126766,0.221519781218969,-0.9454458972075406,0.6254277666690552,-0.39075596598255563,3.0,2.0,1.0,2.0,3.0,-1.5057466122108316,0.9554188380236117,-0.5991363078006372,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
-1.253338346410208,-1.4989721258076234,2.0,1.0,-1.1621537251327416,-0.575396621385686,1.5481562432667877,0.0,-2.0046995386226563,0.221519781218969,-1.4348746272286723,-1.0906495146709552,-1.5448088964353024,2.0,3.0,0.0,0.0,3.0,0.9191936313946985,-1.4204756044309002,1.6418831495282795,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
-0.46034314653203734,-0.45498647821875227,3.0,1.0,1.791587956638201,-0.575396621385686,1.1009200493907112,0.0,0.05776974784034635,0.221519781218969,0.7756579673412496,1.1227773799711707,0.921100239078957,2.0,3.0,2.0,0.0,2.0,0.32306179377662586,1.6420205529761707,-0.5991363078006372,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
0.007116086881111832,-1.4989721258076234,2.0,1.0,0.11374304545654311,0.4651279451725206,-0.5119892180238512,0.0,0.6631188348982663,1.6281415092199012,-0.05740104560645684,-1.0906495146709552,-0.8513972877434082,0.0,1.0,2.0,2.0,2.0,1.2603547422464845,0.07131384479325743,1.765666805329311,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1.2929950001585189,-0.06469089309516335,1.0,1.0,1.0999163163793102,0.039363552726774415,-1.4907391535836345,3.0,1.904406451519316,0.221519781218969,1.3186252612106515,0.6254277666690552,1.6900984880061127,2.0,2.0,2.0,2.0,2.0,0.7765347663101825,-0.4754611274658665,1.344675408430578,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.6386352834778687,-0.45498647821875227,3.0,0.0,0.8545989152856183,-0.575396621385686,-0.13614978350019244,0.0,1.1451033177633143,0.9499127706477323,1.7266964306495909,1.700298072290118,0.7244042068401688,1.0,2.0,2.0,0.0,2.0,-0.6042557778003078,1.6420205529761707,-0.5991363078006372,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
-0.22134905813819897,-1.4989721258076234,1.0,1.0,0.807433731300322,-0.575396621385686,0.7028801305698587,1.0,-0.7934667289594307,-1.4740252255474573,-0.05740104560645684,-1.0906495146709552,-1.5448088964353024,0.0,2.0,2.0,2.0,2.0,-1.1448917272389278,0.7810481731430724,-0.5991363078006372,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
-1.253338346410208,-1.0403799569586747,2.0,1.0,-0.03258180333125044,1.2692938388652808,-0.13614978350019244,2.0,-0.5908310942701556,-0.575154133550805,-0.5849389808807937,0.11317301957874153,-0.39075596598255563,0.0,0.0,2.0,2.0,2.0,0.6041417291163563,-1.0368309351030809,-0.5991363078006372,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
-0.8411930454202806,-0.2439671671217693,0.0,0.0,0.35352321094976175,-0.575396621385686,1.5481562432667877,0.0,-0.5908310942701556,0.221519781218969,0.14930887472166646,0.11317301957874153,-0.036520001542893296,0.0,3.0,3.0,2.0,3.0,-0.5831635240666875,-0.10945789335346734,-0.5991363078006372,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.3804759790170278,-0.2439671671217693,2.0,0.0,0.1593187371153059,-0.575396621385686,1.1009200493907112,1.0,1.1451033177633143,-0.575154133550805,1.7266964306495909,0.9232398232244886,1.0997487341694219,3.0,2.0,2.0,3.0,2.0,1.1304925307739737,0.07131384479325743,1.75074978910432,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
-0.22134905813819897,-0.45498647821875227,2.0,0.0,-2.3958135991397826,0.039363552726774415,-0.13614978350019244,1.0,-0.5908310942701556,2.213204568143404,-0.2974789137932799,0.11317301957874153,-0.39075596598255563,1.0,2.0,3.0,2.0,2.0,-1.0223728428917438,1.8111421344284446,-0.5991363078006372,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
-0.5841463124488914,1.6262212071751099,3.0,1.0,-1.0456103794138467,-1.6674135927318714,1.4150172392885654,0.0,-1.0218329898126766,-0.575154133550805,-0.5849389808807937,0.11317301957874153,-0.39075596598255563,2.0,0.0,2.0,2.0,3.0,0.6044971573005075,0.07131384479325743,0.3374345250172227,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
-0.5841463124488914,-1.0403799569586747,2.0,2.0,-1.3626174546394163,-1.6674135927318714,-0.13614978350019244,1.0,-1.6014819332515886,-0.575154133550805,-1.4348746272286723,-1.0906495146709552,-1.5448088964353024,3.0,0.0,2.0,2.0,2.0,-1.4840438536565328,-0.29169170601735267,-0.5991363078006372,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
-0.3394613605666385,-1.4989721258076234,2.0,1.0,0.06702813423157894,1.456588153228129,-1.4907391535836345,0.0,0.43987736138759803,-0.575154133550805,0.6410196714232577,0.11317301957874153,0.921100239078957,0.0,0.0,3.0,2.0,2.0,-0.3020981577681867,1.1286605236324827,-0.5991363078006372,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
-0.5841463124488914,1.6673980103156227,2.0,1.0,-1.0988836643854432,-0.575396621385686,-0.13614978350019244,0.0,-0.4078982174964671,0.221519781218969,0.33117662183639907,1.468343613608202,0.921100239078957,3.0,2.0,0.0,1.0,2.0,-1.1638525215849593,1.1286605236324827,-0.5991363078006372,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.007116086881111832,0.09124656588288162,2.0,0.0,0.8959291142963804,1.2692938388652808,1.668303733604663,1.0,0.8672674459915393,-0.575154133550805,0.33117662183639907,1.468343613608202,0.921100239078957,2.0,2.0,1.0,2.0,3.0,0.34363509853259844,-1.0368309351030809,-0.5991363078006372,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1.2041245066183757,-1.0403799569586747,0.0,1.0,-0.9015336709082937,-0.575396621385686,1.2667907811974932,0.0,0.1925916986263473,-0.575154133550805,0.7756579673412496,-1.0906495146709552,1.0997487341694219,3.0,3.0,2.0,1.0,3.0,0.17221144577319453,0.9554188380236117,-0.5991363078006372,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0.33221430337537117,-0.2439671671217693,3.0,1.0,-1.4159578406858573,-1.6674135927318714,1.2667907811974932,0.0,1.0558311524343995,0.221519781218969,1.5751106697483808,0.9232398232244886,0.921100239078957,2.0,3.0,1.0,2.0,3.0,0.18912018684321258,0.2506908362480592,-0.5991363078006372,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.22604943278452516,-0.711757612708453,3.0,0.0,-0.14237944118898666,0.039363552726774415,1.4150172392885654,1.0,0.05776974784034635,-1.4740252255474573,-0.05740104560645684,-1.0906495146709552,-0.036520001542893296,1.0,3.0,3.0,2.0,3.0,0.17566611987926867,0.2506908362480592,-0.5991363078006372,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.9748143283308777,-1.4989721258076234,3.0,4.0,1.0190301195395415,0.039363552726774415,-0.5119892180238512,0.0,-0.5908310942701556,-0.575154133550805,-0.2974789137932799,-1.0906495146709552,-0.036520001542893296,2.0,2.0,2.0,2.0,2.0,1.6946681322064128,-1.2276364746299457,1.7708736973373052,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
0.5384207091819139,0.09124656588288162,2.0,2.0,-0.9241497162401691,-0.575396621385686,-0.13614978350019244,0.0,0.05776974784034635,-0.575154133550805,0.7756579673412496,-1.0906495146709552,0.921100239078957,1.0,0.0,2.0,1.0,2.0,-0.8278797990174946,-0.8479373447207659,-0.5991363078006372,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
